City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
217,tura,25.5198,90.2201,288.25,47,1,1.04,IN,1675532214
218,akyab,20.15,92.9,292.51,61,27,5.27,MM,1675532307
219,margate,51.3813,1.3862,282.54,76,100,1.34,GB,1675532216
220,mpika,-11.8343,31.4529,290.29,97,44,1.18,ZM,1675532307
221,vrangel,42.7297,133.0839,265.12,67,4,2.07,RU,1675532308
222,nalut,30.3333,10.85,286.29,42,70,9.5,LY,1675532308
223,san juan,-31.5375,-68.5364,303.87,24,18,4.71,AR,1675532035
224,magadan,59.5667,150.8,248.78,84,87,2.95,RU,1675532298
225,hamilton,39.1834,-84.5333,277.4,40,0,6.69,US,1675532288
226,teya,60.3778,92.6267,263.27,97,100,1.52,RU,1675532309
227,nola,40.922,14.5329,286.07,38,2,7.53,IT,1675532282
228,senneterre,48.3835,-77.2328,255.17,93,100,4.92,CA,1675532310
229,oranjestad,12.524,-70.027,303.12,62,20,9.77,AW,1675532188
230,acapulco,16.8634,-99.8901,305.05,29,0,0.0,MX,1675532100
231,kabalo,-6.05,26.9167,294.62,97,100,2.18,CD,1675532311
232,bowen,-20.0167,148.2333,299.85,87,95,4.8,AU,1675532311
233,russell,32.3502,-85.1999,285.6,35,0,3.09,US,1675532254
234,belaya gora,68.5333,146.4167,237.62,100,100,2.11,RU,1675532311
235,kaeo,-35.1,173.7833,293.33,94,84,2.18,NZ,1675532312
236,de-kastri,51.4667,140.7833,248.99,99,40,1.98,RU,1675532312
237,quatre cocos,-20.2078,57.7625,299.87,79,94,4.94,MU,1675531774
238,gimli,50.6336,-96.9907,258.16,78,100,2.57,CA,1675532108
239,yatou,37.15,122.3833,272.94,59,0,1.62,CN,1675532313
240,caravelas,-17.7125,-39.2481,303.51,60,3,5.75,BR,1675532196
241,kapit,2.0167,112.9333,295.37,99,100,0.32,MY,1675532314
242,port-gentil,-0.7193,8.7815,301.13,83,40,5.66,GA,1675532314
243,tapes,-30.6733,-51.3958,300.95,49,57,4.61,BR,1675532315
244,tymovskoye,50.8456,142.655,244.2,96,13,0.92,RU,1675532315
245,valle hermoso,25.6667,-97.8333,293.65,56,17,2.87,MX,1675532316
246,tignere,7.3667,12.65,297.41,18,93,2.15,CM,1675532316
247,talcahuano,-36.7167,-73.1167,290.97,82,100,4.63,CL,1675532317
248,sucha beskidzka,49.7419,19.5943,272.37,97,88,5.12,PL,1675532317
